property_type,sector,built_up_area,agepossession,bedroom,bathroom,study room,servant room,store room,balcony,furnishing_type,luxury_category,floor_category,price_in_cr
house,Sector 92,5000,Relatively New,4,4,1,0,0,0,Semi-furnished,Low,Low-rise,2.75
house,Sector 3,3800,Moderately Old,1,1,0,0,0,1,Semi-furnished,Low,Low-rise,3.5
house,Sector 14,2255,Old,5,4,0,0,0,3+,Un-furnished,Average,Low-rise,4.15
flat,Sector 7,700,Relatively New,2,2,0,0,0,1,Semi-furnished,Low,Basement/Ground Floor,0.36
flat,Sector 85,1200,New Property,2,2,1,1,1,3,Un-furnished,High,Mid-rise,1.08
flat,Sector 70A,2390,Moderately Old,3,2,0,1,0,2,Semi-furnished,Average,High-rise,2.6
house,Sector 67,2228,Moderately Old,3,3,0,0,0,3,Semi-furnished,Low,Low-rise,1.85
flat,Sector 70,1523,Relatively New,3,3,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.62
flat,Manesar,1300,Moderately Old,2,2,0,0,0,0,Semi-furnished,Low,Mid-rise,0.5
house,Sector 40,900,Moderately Old,3,3,0,0,0,1,Un-furnished,Average,Low-rise,2.1
flat,Sector 23,706,Moderately Old,2,2,0,0,0,2,Semi-furnished,Low,Low-rise,0.16
flat,Sector 106,1186,Relatively New,3,4,0,1,0,3+,Un-furnished,High,Mid-rise,1.1
flat,Sector 90,2200,Moderately Old,4,4,0,1,0,3+,Un-furnished,Medium,High-rise,1.54
flat,Sector 82A,2173,New Property,4,4,0,1,0,3+,Furnished,High,Low-rise,2.85
house,Sector 37D,1570,New Property,3,1,0,0,0,3,Semi-furnished,Medium,Mid-rise,1.27
flat,Sector 109,1797,Relatively New,3,1,0,1,0,3+,Semi-furnished,Average,Mid-rise,1.5
flat,Sector 104,875,New Property,2,2,0,0,0,2,Semi-furnished,Low,Skyscraper,1.2
flat,Sector 90,1747,Relatively New,3,3,0,1,0,3+,Semi-furnished,Medium,Mid-rise,1.15
flat,Sector 37D,993,Relatively New,3,3,0,0,1,3,Semi-furnished,Average,Mid-rise,1.2
flat,Sector 33,1523,New Property,2,2,0,0,0,2,Semi-furnished,Average,High-rise,1.1
house,Sector 39,3638,Relatively New,5,2,0,0,0,1,Semi-furnished,Low,Low-rise,5.15
flat,Sector 37C,828,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,0.42
flat,Sector 104,2030,Relatively New,3,4,1,1,0,3+,Un-furnished,Low,High-rise,1.75
flat,Sector 88B,1350,New Property,2,4,1,0,0,3+,Semi-furnished,Medium,Low-rise,1.1
flat,Sector 22,1559,New Property,3,3,0,0,0,3,Furnished,High,High-rise,2.79
flat,Sector 107,548,Relatively New,2,2,0,0,0,1,Semi-furnished,Medium,High-rise,0.37
flat,Sector 2,1563,Old,2,2,0,0,0,3,Un-furnished,Medium,High-rise,0.95
house,Sector 26,1353,Moderately Old,3,3,1,1,0,3,Semi-furnished,Medium,Low-rise,4.5
flat,Sector 67,610,Relatively New,1,1,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor,0.8
flat,Sector 79,1295,Relatively New,2,2,0,0,0,0,Semi-furnished,Low,High-rise,0.9
house,Sector 11,800,Relatively New,5,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.9
flat,Sector 37C,1696,Relatively New,3,3,0,0,0,3+,Un-furnished,Average,Mid-rise,1.0
flat,Sector 37D,1410,Moderately Old,2,2,0,0,0,3,Semi-furnished,Medium,High-rise,0.75
flat,Manesar,2699,Relatively New,3,4,0,1,0,3,Semi-furnished,Low,Low-rise,0.75
flat,Sector 22,3311,New Property,4,2,0,1,0,3+,Un-furnished,Average,High-rise,6.16
flat,Sector 48,1923,Relatively New,3,3,0,1,0,0,Semi-furnished,Medium,High-rise,2.0
flat,Sector 49,1751,Moderately Old,3,4,0,1,0,3+,Un-furnished,Medium,Low-rise,2.64
flat,Sector 79,1423,Relatively New,3,3,0,0,0,3,Semi-furnished,High,Mid-rise,1.34
flat,Sector 88A,1674,Relatively New,3,1,0,0,0,3+,Un-furnished,Average,Mid-rise,1.4
flat,Sector 57,2214,Moderately Old,3,2,0,0,0,3+,Semi-furnished,Medium,Low-rise,1.5
flat,Sector 95,2806,Relatively New,4,3,0,1,0,3,Semi-furnished,Low,Mid-rise,1.1
house,Sector 108,3000,Relatively New,4,4,0,0,0,0,Semi-furnished,Low,Low-rise,1.7
flat,Sector 62,3925,Relatively New,4,2,1,1,1,3+,Un-furnished,High,Mid-rise,7.15
flat,Sector 113,2600,New Property,3,4,0,1,0,3,Semi-furnished,High,High-rise,3.05
flat,Sector 43,1385,Old,3,3,0,0,1,3+,Un-furnished,High,Mid-rise,1.5
flat,Sector 79,1735,New Property,2,2,1,0,0,3,Semi-furnished,Medium,Low-rise,1.41
flat,Sector 99A,497,New Property,2,2,0,0,0,1,Semi-furnished,Low,Mid-rise,0.27
house,Sector 25,1353,Old,3,2,1,0,0,3,Semi-furnished,Average,Low-rise,4.25
flat,Sector 113,2936,New Property,5,4,0,0,0,3+,Furnished,Average,Basement/Ground Floor,3.72
flat,Sohna Road,1148,Relatively New,2,2,0,0,0,3,Semi-furnished,Medium,Mid-rise,0.73
flat,Sector 103,2719,Relatively New,4,2,0,1,0,3+,Un-furnished,High,Mid-rise,2.36
house,Sector 6,581,Old,5,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.85
flat,Sector 4,1049,Relatively New,2,2,0,0,0,1,Semi-furnished,Low,Mid-rise,0.36
flat,Gwal Pahari,4842,New Property,4,4,1,1,1,3+,Un-furnished,High,High-rise,5.9
house,Sector 82,3247,Relatively New,5,2,0,1,0,1,Un-furnished,Medium,Low-rise,7.5
flat,Sector 108,1548,Relatively New,3,3,0,0,0,2,Semi-furnished,Medium,Mid-rise,2.6
flat,Sector 99A,1810,New Property,3,3,0,0,0,3,Semi-furnished,Low,Mid-rise,1.6
house,Sector 50,4500,Old,4,4,0,1,0,3,Un-furnished,Medium,Low-rise,7.45
flat,Sector 90,1645,Relatively New,3,3,0,0,0,3+,Un-furnished,Medium,High-rise,1.15
flat,Sector 89,1217,New Property,2,2,1,0,0,2,Semi-furnished,Average,Low-rise,1.0
house,Sector 8,5038,Relatively New,4,2,0,0,0,1,Semi-furnished,Low,Low-rise,1.6
house,Sector 105,872,Moderately Old,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.5
flat,Sector 70A,1262,Relatively New,2,2,0,0,0,2,Semi-furnished,Low,High-rise,1.4
flat,Sector 56,610,Old,1,2,0,0,0,1,Semi-furnished,Medium,Basement/Ground Floor,0.55
house,Sector 103,3229,Relatively New,4,4,1,1,1,1,Un-furnished,Medium,Low-rise,4.35
flat,Sector 92,1692,Relatively New,4,2,0,1,0,3+,Semi-furnished,Medium,High-rise,0.9
house,Sector 46,1840,Moderately Old,5,4,0,0,1,3,Un-furnished,Average,Low-rise,4.25
flat,Sector 92,1281,New Property,3,3,0,0,0,3,Semi-furnished,Average,Low-rise,0.58
flat,Sector 59,2533,New Property,3,3,0,0,0,1,Semi-furnished,Average,Low-rise,4.02
flat,Sector 49,2428,Old,3,3,0,0,0,2,Un-furnished,Medium,Low-rise,1.72
flat,Sector 70A,1142,New Property,2,2,0,0,0,3,Semi-furnished,Medium,Skyscraper,1.65
house,Sector 43,2706,Relatively New,5,2,1,1,0,2,Un-furnished,Average,Low-rise,7.0
flat,Sector 108,1250,New Property,2,2,0,0,0,2,Un-furnished,Medium,High-rise,2.4
house,Sector 46,1840,Relatively New,2,3,1,0,0,3,Un-furnished,Low,Low-rise,4.35
flat,Sector 81,1219,Relatively New,2,2,1,0,0,3,Un-furnished,Medium,Mid-rise,0.88
flat,Sector 102,817,New Property,2,2,0,0,0,1,Semi-furnished,Medium,Mid-rise,1.1
flat,Sector 90,1195,Old,2,2,1,0,0,3,Semi-furnished,Medium,Mid-rise,0.64
flat,Sohna Road,482,Relatively New,2,2,0,0,0,1,Semi-furnished,Medium,Basement/Ground Floor,0.25
flat,Sector 85,3920,Relatively New,4,2,0,1,0,3,Semi-furnished,High,High-rise,2.2
flat,Sector 92,1498,New Property,2,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.62
house,Sector 111,8000,Relatively New,5,3,0,1,0,1,Semi-furnished,Medium,Low-rise,9.0
flat,Sector 113,2460,Relatively New,3,3,0,1,0,3+,Semi-furnished,High,Low-rise,3.0
house,Sector 31,1426,Moderately Old,2,2,0,0,0,3,Semi-furnished,Low,Low-rise,4.6
flat,Block A Sector 21,460,Relatively New,1,1,0,0,0,1,Semi-furnished,Low,Low-rise,0.23
flat,Sector 79,1261,Relatively New,3,3,1,0,0,3,Un-furnished,Medium,High-rise,1.28
flat,Sector 71,1344,Relatively New,3,3,0,0,0,3+,Un-furnished,Low,Low-rise,1.0
flat,Sector 103,2456,Relatively New,4,2,0,1,0,3+,Semi-furnished,High,High-rise,2.4
flat,Sector 85,2399,Relatively New,3,4,0,0,1,3,Semi-furnished,High,High-rise,1.98
flat,Sector 81,1109,Relatively New,2,2,0,0,0,2,Un-furnished,Medium,Low-rise,0.95
flat,Sector 50,1330,Moderately Old,2,2,0,0,0,2,Un-furnished,High,High-rise,1.14
flat,Sector 43,1273,Moderately Old,3,3,0,0,0,2,Semi-furnished,Medium,Mid-rise,2.0
flat,Sector 37D,1650,New Property,4,3,0,0,0,3,Semi-furnished,Average,Mid-rise,1.95
flat,Sector 33,1529,Under Construction,2,2,0,0,0,3+,Semi-furnished,Medium,Low-rise,1.5
flat,Sector 65,2816,Relatively New,3,3,0,1,0,3,Un-furnished,Medium,High-rise,4.95
flat,Sector 56,2251,Moderately Old,3,3,0,1,0,3+,Un-furnished,Medium,Mid-rise,1.71
flat,Sector 81,1187,New Property,2,2,0,0,0,2,Semi-furnished,Low,Low-rise,0.89
house,Sector 47,576,Relatively New,4,1,0,0,0,3,Semi-furnished,Low,Mid-rise,0.99
flat,Sector 43,1294,Old,3,3,0,0,0,2,Un-furnished,Medium,High-rise,2.09
house,Sector 2,525,Relatively New,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.4
flat,Sector 48,4746,Moderately Old,3,4,0,0,0,3,Semi-furnished,Medium,High-rise,5.0
flat,Sector 67A,1547,New Property,3,3,0,1,1,3,Un-furnished,High,Mid-rise,1.8
house,Sector 26,10000,Relatively New,1,3,1,1,1,1,Un-furnished,Medium,Mid-rise,18.25
flat,Sector 37D,600,New Property,2,2,0,0,0,3,Semi-furnished,Average,Low-rise,0.55
flat,Sector 107,1950,Relatively New,3,4,0,1,0,3+,Un-furnished,Medium,Mid-rise,1.35
flat,Sector 69,1783,Relatively New,4,4,0,0,0,1,Semi-furnished,Medium,High-rise,1.72
flat,Sector 108,1161,Relatively New,2,3,0,0,0,3,Semi-furnished,Medium,High-rise,0.93
flat,Sector 70,1523,Relatively New,3,3,1,1,0,3,Semi-furnished,Average,High-rise,1.6
house,Sector 21,974,Old,2,1,0,0,0,1,Semi-furnished,Low,Low-rise,0.6
flat,Sector 83,1544,Relatively New,3,3,0,1,0,3,Un-furnished,Medium,Mid-rise,1.75
flat,Sector 56,2600,Old,4,4,0,0,1,3+,Un-furnished,Medium,Mid-rise,2.05
flat,Iffco Chowk,1510,Moderately Old,3,2,1,1,0,3,Semi-furnished,Medium,Low-rise,1.85
house,Daulatabad,678,Relatively New,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.48
flat,Sector 69,1419,Relatively New,3,3,0,0,0,1,Semi-furnished,Medium,High-rise,1.3
flat,Sohna Road,481,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,0.29
flat,Sector 49,1545,Old,3,3,0,1,0,3,Semi-furnished,Average,Mid-rise,1.79
house,Sector 26,4527,New Property,6,3,1,1,1,1,Un-furnished,Medium,Low-rise,17.3
flat,Sector 88A,597,Under Construction,3,2,0,0,0,2,Semi-furnished,Low,Low-rise,0.5
flat,Sector 107,2137,Relatively New,3,4,0,1,1,3+,Un-furnished,High,Mid-rise,1.49
flat,Sector 37C,1593,New Property,3,3,0,0,0,2,Semi-furnished,Average,Basement/Ground Floor,0.86
house,Sector 54,1453,Moderately Old,4,4,0,1,0,3,Un-furnished,Low,Low-rise,3.75
flat,Sector 79,1385,New Property,2,2,1,0,0,3,Semi-furnished,Average,Mid-rise,0.95
flat,Golf Course Ext Road,1357,New Property,3,3,0,0,0,3,Semi-furnished,Low,High-rise,1.3
flat,Sohna Road,1319,Relatively New,3,2,0,0,0,3,Semi-furnished,Average,High-rise,1.1
flat,Sector 84,1652,Relatively New,3,3,0,0,0,3,Semi-furnished,Medium,High-rise,0.88
flat,Sohna Road,1126,New Property,2,2,1,0,0,3+,Un-furnished,Average,Mid-rise,0.95
flat,Sector 67,1964,Moderately Old,3,3,0,1,0,3,Furnished,Low,Mid-rise,2.8
flat,Sector 113,2536,Under Construction,4,4,1,1,0,3+,Semi-furnished,Medium,Skyscraper,3.25
flat,Sector 68,1302,New Property,2,2,0,0,0,3,Semi-furnished,Average,Skyscraper,1.0
flat,Sector 108,1340,Relatively New,3,2,1,1,0,3+,Un-furnished,Medium,Low-rise,1.36
flat,Sector 67,1900,Relatively New,3,1,0,0,1,3+,Un-furnished,High,Mid-rise,3.0
flat,Sector 37C,1578,Relatively New,2,2,0,1,0,0,Semi-furnished,Medium,High-rise,0.95
flat,Sector 81,1459,Relatively New,3,2,1,0,0,3+,Un-furnished,Medium,Mid-rise,1.15
flat,Sector 22,1285,New Property,2,2,1,1,0,2,Semi-furnished,Low,Mid-rise,1.99
flat,Sector 109,1896,Relatively New,3,4,0,1,0,3,Semi-furnished,Medium,Mid-rise,2.15
house,Sector 4,1350,Relatively New,3,3,0,0,0,3,Semi-furnished,Low,Low-rise,0.55
house,Sector 26,9018,Moderately Old,2,3,1,1,1,1,Furnished,Medium,Low-rise,19.0
flat,Sector 92,1141,Relatively New,3,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.61
flat,Sector 95,569,New Property,2,2,0,0,0,2,Un-furnished,Average,Low-rise,0.45
flat,Sector 85,1484,Relatively New,2,2,0,0,0,3,Semi-furnished,Average,High-rise,1.05
flat,Sector 70,1457,Under Construction,3,3,0,0,0,2,Semi-furnished,Average,Low-rise,1.13
flat,Sector 21,2400,Old,5,2,1,1,1,2,Un-furnished,Average,Low-rise,1.3
flat,Sector 77,1054,Relatively New,2,2,1,0,0,2,Semi-furnished,Medium,Mid-rise,0.71
house,Sector 3,467,Relatively New,1,1,0,0,0,1,Semi-furnished,Low,Low-rise,0.37
flat,Sector 82A,3889,Relatively New,4,4,1,1,1,3,Un-furnished,Medium,Mid-rise,2.91
house,Sector 50,4509,Moderately Old,4,4,0,1,0,1,Semi-furnished,High,Low-rise,15.0
house,Sector 109,5411,Relatively New,4,1,1,1,0,1,Semi-furnished,Medium,Mid-rise,5.7
flat,Sector 99A,1731,New Property,3,2,0,1,0,3,Semi-furnished,Medium,High-rise,1.32
flat,Sector 92,1615,Relatively New,3,4,0,1,0,3+,Un-furnished,High,High-rise,1.6
flat,Sector 89,1571,New Property,3,3,1,0,0,2,Semi-furnished,Average,Low-rise,1.25
flat,Sector 107,712,Relatively New,3,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.52
flat,Sector 110,3077,Moderately Old,4,4,0,1,0,3,Un-furnished,Medium,Mid-rise,3.45
flat,Sector 37C,1435,Relatively New,3,3,0,0,0,3,Semi-furnished,Medium,Mid-rise,0.9
flat,Sector 23,995,Moderately Old,2,2,0,0,0,1,Un-furnished,Low,Low-rise,0.55
flat,Sector 79,1494,Relatively New,2,2,1,0,0,3+,Semi-furnished,Medium,Mid-rise,1.45
house,Sector 25,3584,Old,4,4,0,1,0,1,Un-furnished,Medium,Low-rise,10.5
flat,Sector 28,1214,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Low-rise,1.6
house,Sector 57,2706,Old,6,2,1,1,1,2,Semi-furnished,Average,Mid-rise,6.21
house,Bissar,2435,Moderately Old,3,3,1,1,0,2,Furnished,High,Low-rise,3.05
house,Sector 39,900,Moderately Old,2,2,0,1,1,1,Semi-furnished,Average,Low-rise,1.7
flat,Sector 37C,1300,Relatively New,2,3,1,0,0,3+,Semi-furnished,Medium,Mid-rise,0.87
house,Sector 43,1154,Relatively New,5,2,0,1,0,3,Furnished,Low,Mid-rise,4.5
flat,Sector 70,1923,New Property,3,4,1,1,0,3+,Semi-furnished,Medium,Skyscraper,1.65
flat,Sector 108,2779,Relatively New,4,2,0,1,0,3+,Semi-furnished,Medium,Mid-rise,2.29
flat,Sector 90,2468,Relatively New,4,4,0,1,0,3+,Semi-furnished,Medium,High-rise,1.75
house,Sector 28,1435,Relatively New,4,2,0,0,0,3,Semi-furnished,Low,Low-rise,2.58
flat,Sector 80,1580,Moderately Old,3,3,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.1
flat,Sector 89,1423,New Property,3,3,0,0,0,2,Semi-furnished,Average,Low-rise,1.2
flat,Sector 37D,1561,New Property,3,3,0,0,0,3+,Semi-furnished,Medium,Mid-rise,1.1
flat,Sector 90,600,New Property,2,2,0,0,0,1,Semi-furnished,Average,Mid-rise,0.5
flat,Sector 95,678,New Property,2,2,1,0,0,2,Un-furnished,Medium,High-rise,0.42
flat,Sector 69,1428,Relatively New,3,3,0,0,0,2,Semi-furnished,Average,Basement/Ground Floor,1.6
house,Sector 41,2480,Moderately Old,2,3,1,1,1,2,Furnished,High,Low-rise,7.0
house,Sector 26,4509,Old,5,2,0,0,0,1,Semi-furnished,Low,Low-rise,16.0
flat,Sector 74,1300,Relatively New,2,2,0,0,0,3+,Semi-furnished,Medium,High-rise,1.55
house,Acharya Puri,1551,Old,3,2,0,0,0,3,Semi-furnished,Low,Low-rise,1.72
flat,Sector 83,1630,Relatively New,2,2,0,0,0,3,Semi-furnished,Average,Mid-rise,1.19
flat,Sector 79,1412,Relatively New,3,4,0,1,0,3,Un-furnished,High,High-rise,1.55
house,Sector 109,5400,New Property,4,4,0,1,0,1,Un-furnished,High,Low-rise,6.5
flat,Sector 103,1222,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Low-rise,0.9
flat,Sector 88A,1636,New Property,3,3,1,0,0,3,Semi-furnished,Medium,Mid-rise,1.29
flat,Sector 79,1151,Relatively New,3,3,1,0,0,3,Semi-furnished,High,Skyscraper,1.25
flat,Sector 107,1236,Relatively New,2,2,0,0,0,3+,Semi-furnished,Low,Mid-rise,0.9
flat,Sector 82A,1656,Relatively New,3,2,1,0,0,3,Un-furnished,Medium,Low-rise,1.25
flat,Sector 99A,553,New Property,2,2,0,0,0,2,Semi-furnished,Medium,High-rise,0.32
flat,Sohna Road,650,New Property,2,2,0,0,0,2,Semi-furnished,Low,High-rise,0.28
flat,Sector 81,1819,Relatively New,3,4,0,1,0,3+,Un-furnished,Medium,Skyscraper,2.3
flat,Sector 37C,1629,Relatively New,3,3,0,0,0,3,Semi-furnished,Average,Low-rise,1.0
flat,Sector 81,1600,Relatively New,3,3,1,1,0,3+,Furnished,Average,High-rise,2.25
flat,Sector 106,1359,Relatively New,3,2,0,0,0,2,Semi-furnished,Low,Mid-rise,1.82
house,Sector 28,1804,Old,4,3,0,0,0,3,Un-furnished,Low,Low-rise,5.5
flat,Sector 108,1813,New Property,3,4,0,0,0,2,Semi-furnished,Medium,Mid-rise,2.9
house,Sector 55,2706,New Property,4,2,0,1,0,2,Un-furnished,Average,Mid-rise,9.19
house,Sector 26,4500,Moderately Old,4,4,0,1,1,1,Un-furnished,Average,Low-rise,15.0
house,Sector 45,4500,Relatively New,5,3,1,1,1,1,Furnished,High,Low-rise,17.0
flat,Sector 79,2031,Relatively New,3,4,0,1,0,3+,Semi-furnished,High,Mid-rise,1.91
house,Sector 26,4527,Moderately Old,5,1,1,1,1,1,Un-furnished,Medium,Mid-rise,18.0
house,Sohna Road,538,Old,4,1,0,0,0,1,Semi-furnished,Low,Mid-rise,1.2
flat,Sector 65,1756,Relatively New,3,3,0,1,0,3+,Un-furnished,Average,Mid-rise,4.7
flat,Sector 102,1945,Relatively New,3,4,1,1,0,3+,Un-furnished,Medium,High-rise,2.15
flat,Sector 67A,591,Relatively New,2,2,0,0,0,1,Un-furnished,Average,Mid-rise,0.53
flat,Sector 102,1311,Relatively New,3,3,0,0,0,3,Un-furnished,High,Mid-rise,1.5
flat,Sector 83,1600,Relatively New,3,3,0,0,0,3+,Un-furnished,Medium,Mid-rise,1.1
flat,Sohna Road,450,New Property,1,1,0,0,0,1,Semi-furnished,Low,High-rise,0.21
flat,Sector 85,1630,Relatively New,2,2,0,0,1,3,Semi-furnished,High,Mid-rise,1.11
flat,Sector 48,4393,Relatively New,4,2,0,1,0,3+,Semi-furnished,Average,Low-rise,11.25
flat,Sector 10A,1086,New Property,2,2,0,0,0,3,Semi-furnished,Average,Mid-rise,0.9
flat,Sector 95,595,Under Construction,2,2,0,0,0,3,Semi-furnished,Low,Low-rise,0.4
flat,Sector 92,1805,Relatively New,3,4,0,1,0,3,Semi-furnished,Average,Mid-rise,1.55
flat,Sector 109,1797,Relatively New,3,1,0,1,0,3+,Semi-furnished,Medium,Mid-rise,1.45
flat,Sector 69,1419,Relatively New,3,3,0,0,0,1,Un-furnished,Medium,High-rise,1.29
flat,Sector 33,2355,New Property,4,4,0,1,0,3,Un-furnished,Low,Low-rise,2.96
flat,Sector 67,2134,Relatively New,3,4,0,1,0,3+,Un-furnished,High,High-rise,3.5
flat,Sector 54,1900,Moderately Old,3,4,0,1,0,3+,Un-furnished,Medium,Mid-rise,1.75
house,Sector 43,1939,Relatively New,3,3,0,0,0,3,Un-furnished,Medium,Low-rise,2.55
house,Sector 26,1353,Old,4,4,0,0,0,3,Semi-furnished,Low,Low-rise,4.45
flat,Sector 102,1311,Relatively New,3,3,0,0,0,3,Semi-furnished,Average,Mid-rise,1.6
flat,Sector 68,1180,New Property,2,2,0,0,0,3+,Un-furnished,Low,High-rise,0.8
flat,Sector 102,1583,Relatively New,3,4,1,1,0,2,Un-furnished,High,High-rise,1.91
flat,Sector 70,2107,Moderately Old,4,2,0,1,0,3+,Un-furnished,Medium,Mid-rise,2.1
flat,Sector 66,2873,Relatively New,3,3,1,1,1,3,Semi-furnished,Medium,High-rise,4.6
flat,Sector 89,1403,Moderately Old,3,2,0,0,1,3,Un-furnished,Medium,Mid-rise,1.55
flat,Sohna Road,394,New Property,1,1,0,0,0,1,Semi-furnished,Low,Mid-rise,0.26
flat,Sector 37C,1400,Relatively New,3,2,0,1,0,3+,Semi-furnished,Average,Mid-rise,0.99
house,Sector 48,2597,Moderately Old,3,4,1,1,1,2,Un-furnished,Medium,Low-rise,7.25
flat,Sector 69,1428,Relatively New,3,3,0,0,0,2,Semi-furnished,Medium,Low-rise,1.4
house,Sector 108,2680,Relatively New,1,1,0,0,0,2,Semi-furnished,Low,Low-rise,1.34
house,Sector 109,2435,New Property,4,2,1,1,1,3+,Semi-furnished,Medium,Low-rise,6.44
flat,Sector 11 Sohna Road,720,New Property,2,2,0,0,0,2,Semi-furnished,Medium,High-rise,0.35
flat,Sector 90,1222,Relatively New,2,2,1,0,0,3,Semi-furnished,High,Mid-rise,0.65
house,Sector 48,2724,Moderately Old,5,3,0,1,0,2,Un-furnished,Medium,Low-rise,5.15
flat,Sector 85,1576,Relatively New,2,1,0,0,1,3+,Semi-furnished,Medium,Mid-rise,1.04
house,Sector 24,3000,Moderately Old,2,3,0,0,0,0,Un-furnished,Low,Low-rise,2.75
house,Sector 4,540,Old,5,3,0,0,0,1,Semi-furnished,Low,Low-rise,0.5
flat,Sector 70,1523,New Property,3,4,0,1,0,3,Semi-furnished,Average,Low-rise,1.8
flat,Sector 89,1288,New Property,3,3,1,0,0,3,Semi-furnished,Low,Low-rise,1.25
flat,Sector 86,1529,New Property,3,2,0,0,0,1,Semi-furnished,Average,High-rise,1.25
flat,Sector 72,2629,New Property,4,2,0,1,0,3+,Semi-furnished,Medium,Skyscraper,4.1
flat,Sector 65,1446,New Property,2,2,0,0,0,3,Semi-furnished,Medium,High-rise,1.8
flat,Sector 92,1700,Relatively New,3,3,0,1,0,3,Semi-furnished,Average,Mid-rise,0.72
flat,Sector 43,2450,Moderately Old,3,3,0,1,0,3+,Un-furnished,Medium,Low-rise,3.8
flat,Sector 65,1141,New Property,2,2,0,0,0,3,Semi-furnished,Average,Mid-rise,1.9
flat,Sector 37C,1400,New Property,3,1,0,0,0,3,Semi-furnished,Low,Mid-rise,1.26
flat,Sector 65,1500,Relatively New,3,3,1,1,0,3,Un-furnished,Medium,Low-rise,2.35
house,Sector 26,4509,Relatively New,4,4,1,0,1,1,Semi-furnished,Low,Low-rise,16.0
flat,Sohna Road,324,New Property,1,1,0,0,0,2,Semi-furnished,Medium,Low-rise,0.24
flat,Sector 79,1545,Relatively New,2,2,1,1,1,2,Furnished,Medium,Mid-rise,1.4
flat,Sector 109,2558,Moderately Old,3,3,0,1,0,2,Un-furnished,Medium,Mid-rise,2.2
flat,Sector 82,1800,Relatively New,4,3,0,0,0,0,Semi-furnished,Average,Low-rise,1.45
flat,Sector 86,2139,Moderately Old,4,4,1,1,0,3+,Semi-furnished,Medium,Skyscraper,1.54
house,Sector 26,4527,Relatively New,5,2,1,1,0,1,Furnished,Average,Low-rise,13.5
flat,Sector 92,1175,New Property,3,2,0,0,0,2,Semi-furnished,Low,High-rise,0.79
flat,Sector 68,2273,New Property,3,3,0,1,0,3+,Semi-furnished,Average,Low-rise,1.9
flat,Sector 104,1361,Under Construction,3,3,0,0,0,3,Un-furnished,Medium,High-rise,1.9
house,Sector 33,4509,New Property,6,2,0,0,0,1,Semi-furnished,Low,Mid-rise,8.0
flat,Sector 113,1890,Relatively New,3,3,1,0,0,3+,Semi-furnished,High,Low-rise,2.45
flat,Sector 33,1484,Under Construction,3,2,0,0,0,3+,Semi-furnished,Average,Mid-rise,1.35
flat,Sector 91,1700,Relatively New,3,3,0,0,0,3+,Semi-furnished,Medium,Mid-rise,1.4
flat,Sector 67,826,Relatively New,1,1,0,0,0,1,Semi-furnished,Average,High-rise,0.95
flat,Sector 37D,1369,Relatively New,3,3,1,0,0,3,Un-furnished,Low,Mid-rise,1.72
flat,Sector 48,2000,Relatively New,3,3,1,1,0,3+,Un-furnished,High,Mid-rise,2.7
house,Sohna Road,2674,Moderately Old,4,3,0,0,0,2,Semi-furnished,Low,Low-rise,2.0
flat,Sector 79,1689,Relatively New,2,2,1,0,0,3,Semi-furnished,Low,Mid-rise,1.0
flat,Sector 74,1826,New Property,3,3,0,0,1,3,Semi-furnished,Medium,High-rise,2.7
house,Sector 23,2000,Moderately Old,3,3,0,0,1,3,Semi-furnished,Low,Low-rise,2.4
flat,Sector 85,2225,Relatively New,3,4,0,0,0,3,Semi-furnished,Average,Mid-rise,1.87
flat,Sector 69,1419,Relatively New,3,3,0,0,0,1,Semi-furnished,High,High-rise,1.4
flat,Sector 69,1428,Relatively New,3,3,0,0,0,2,Semi-furnished,Medium,Low-rise,1.43
flat,Sector 12,905,Old,3,3,0,0,0,1,Semi-furnished,Low,Low-rise,0.35
house,Sector 2,540,New Property,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.35
flat,Sector 71,2127,Moderately Old,4,4,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.3
flat,Sector 95,974,Relatively New,2,2,1,0,0,2,Semi-furnished,Average,High-rise,0.6
flat,Sector 66,1048,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,1.32
flat,Sector 109,1946,Relatively New,3,3,0,1,0,3+,Un-furnished,Average,High-rise,1.65
flat,Sector 112,3405,Relatively New,3,2,0,1,0,3+,Un-furnished,Average,Mid-rise,4.75
house,Sector 33,1400,Relatively New,2,2,1,0,0,3,Un-furnished,Medium,Low-rise,1.15
