property_type,sector,built_up_area,agepossession,bedroom,bathroom,study room,servant room,store room,balcony,furnishing_type,luxury_category,floor_category,price_in_cr
flat,Sector 74,1300,Relatively New,2,2,0,0,0,3+,Semi-furnished,Medium,High-rise,1.57
flat,Sector 66,1720,Relatively New,3,3,0,1,0,2,Semi-furnished,Medium,High-rise,3.0
flat,Sector 99A,446,Relatively New,2,2,0,0,0,1,Semi-furnished,Medium,High-rise,0.27
flat,Sector 84,1149,Relatively New,2,2,0,0,0,1,Semi-furnished,Low,Mid-rise,1.2
flat,Sector 83,1719,Relatively New,3,3,0,0,0,3+,Semi-furnished,Average,Mid-rise,1.8
flat,Sector 2,4967,New Property,4,4,1,0,0,3+,Semi-furnished,Medium,Low-rise,3.35
flat,Sector 50,1870,Moderately Old,3,4,0,1,0,3+,Un-furnished,High,Mid-rise,1.8
flat,Sector 72,1787,Moderately Old,3,3,0,1,0,3,Un-furnished,Average,High-rise,1.9
flat,Sector 61,1269,New Property,2,2,1,0,0,2,Semi-furnished,Average,Mid-rise,1.47
flat,Sector 82,1800,Relatively New,3,3,1,0,0,3,Un-furnished,High,Low-rise,1.28
flat,Sector 110,600,Relatively New,2,1,0,0,0,1,Semi-furnished,Low,Low-rise,0.22
flat,Sector 104,1529,New Property,3,3,0,0,0,3,Semi-furnished,Low,Low-rise,1.75
flat,Sector 43,1946,New Property,3,4,0,0,0,2,Semi-furnished,Average,Mid-rise,4.2
house,Sector 17B,4509,Old,4,4,1,1,0,1,Un-furnished,Low,Low-rise,8.5
house,Sohna Road,1055,New Property,2,3,1,0,0,3,Un-furnished,Medium,Low-rise,1.5
house,Sector 43,11309,Relatively New,6,4,1,1,0,1,Un-furnished,Average,Low-rise,27.5
flat,Sector 89,1217,New Property,2,2,1,0,0,2,Semi-furnished,Average,Low-rise,0.85
house,Sector 70A,1310,New Property,2,2,0,1,0,3,Semi-furnished,High,Low-rise,0.9
flat,Sohna Road,576,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,0.26
house,Mohan Nagar,900,Relatively New,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.42
house,Sector 22,2368,Old,6,2,0,0,1,2,Un-furnished,Medium,Low-rise,4.7
flat,Sector 69,2200,Relatively New,4,2,0,1,0,3+,Semi-furnished,High,Mid-rise,1.8
flat,Sector 65,1828,Relatively New,3,3,0,0,0,0,Semi-furnished,Low,High-rise,2.8
flat,Sector 49,1865,Relatively New,3,3,1,0,0,3,Semi-furnished,Average,Basement/Ground Floor,2.45
house,Sector 2,2435,Relatively New,6,2,0,1,0,2,Semi-furnished,Medium,Low-rise,4.95
flat,Sector 107,318,Relatively New,1,1,0,0,0,0,Semi-furnished,Average,Basement/Ground Floor,0.25
house,Sector 4,4960,Old,3,3,0,0,0,1,Semi-furnished,Low,Low-rise,5.0
flat,Sector 65,3355,Relatively New,3,4,0,0,0,2,Semi-furnished,Low,High-rise,6.15
house,Sector 4,2255,Old,3,3,0,0,0,3+,Semi-furnished,Low,Low-rise,3.2
flat,Sector 66,2200,Relatively New,3,4,0,0,0,3,Semi-furnished,Low,Low-rise,3.9
flat,Sector 79,1946,New Property,3,4,0,0,0,3,Semi-furnished,Medium,High-rise,1.9
flat,Sector 92,1765,New Property,4,3,0,0,0,3,Semi-furnished,Low,High-rise,0.95
flat,Sector 71,869,Moderately Old,1,1,0,0,0,1,Semi-furnished,Low,Mid-rise,1.0
flat,Sector 81,3007,Relatively New,4,2,0,1,0,2,Un-furnished,Medium,Mid-rise,2.91
flat,Sector 89,1571,New Property,3,3,0,0,0,2,Semi-furnished,Low,Low-rise,1.42
flat,Sector 89,1217,New Property,2,1,1,1,0,2,Un-furnished,Medium,Mid-rise,0.86
flat,Sector 92,1650,New Property,3,2,0,0,0,3,Semi-furnished,Average,Low-rise,0.99
flat,Dwarka Expressway,1303,New Property,3,3,0,0,0,2,Semi-furnished,Low,Low-rise,1.3
flat,Sector 79,1643,New Property,3,4,0,1,0,3,Semi-furnished,Average,Skyscraper,1.85
flat,Sector 49,2061,Relatively New,3,4,1,0,0,3,Semi-furnished,Average,Low-rise,2.38
house,Sector 72,3653,Relatively New,5,2,0,1,0,1,Un-furnished,Average,High-rise,3.09
flat,Sector 63A,567,New Property,3,2,0,0,0,2,Semi-furnished,Low,Basement/Ground Floor,0.42
flat,Sector 90,1581,Relatively New,3,3,0,0,0,3+,Semi-furnished,Medium,Skyscraper,1.21
flat,Sector 50,2600,Moderately Old,3,3,0,1,0,3+,Un-furnished,High,Mid-rise,2.97
house,Sector 43,1245,Old,1,1,0,0,0,3,Semi-furnished,Low,Low-rise,3.35
flat,Sector 77,1800,Relatively New,4,4,1,1,0,3+,Furnished,Average,Low-rise,1.55
house,Sohna Road,1065,New Property,3,4,0,0,0,3,Semi-furnished,Low,Low-rise,0.95
house,Sector 49,1900,Moderately Old,3,3,0,0,1,3,Semi-furnished,Medium,Low-rise,2.5
house,Sector 26,2435,Moderately Old,3,3,0,0,0,2,Semi-furnished,Low,Low-rise,6.75
flat,Sector 81,1348,Relatively New,3,2,0,0,0,3+,Semi-furnished,Average,Low-rise,1.45
flat,Sector 106,1535,Relatively New,4,1,0,1,0,3+,Semi-furnished,High,High-rise,1.4
house,Sector 43,2706,Relatively New,3,1,0,1,0,2,Un-furnished,Low,Mid-rise,8.49
flat,Sector 85,1730,Relatively New,2,2,0,0,0,3,Semi-furnished,Average,High-rise,1.25
house,Sector 50,2164,Moderately Old,3,2,0,0,0,0,Semi-furnished,Low,Low-rise,7.0
flat,Sector 56,2200,Old,3,4,0,0,0,3+,Un-furnished,High,Mid-rise,2.1
flat,Sector 85,1616,Relatively New,3,4,0,1,0,2,Un-furnished,Average,Mid-rise,1.25
house,Sector 105,1000,Moderately Old,3,3,0,0,0,3,Semi-furnished,Low,Low-rise,0.74
flat,Sector 107,547,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,0.35
house,Mayfield Garden,2706,Relatively New,4,1,0,1,0,2,Un-furnished,Average,Mid-rise,2.95
flat,Sector 49,720,Moderately Old,1,1,0,0,0,1,Semi-furnished,Low,Basement/Ground Floor,0.8
flat,Sector 99,1235,New Property,2,2,0,0,0,3+,Semi-furnished,Average,Skyscraper,0.92
flat,Sector 62,3925,Moderately Old,4,4,1,0,0,3+,Semi-furnished,Medium,Low-rise,6.5
flat,Sector 36A,600,Relatively New,1,1,0,0,0,1,Semi-furnished,Low,Mid-rise,0.5
flat,Sector 110,3032,Relatively New,4,2,0,1,0,3,Semi-furnished,Medium,Mid-rise,3.3
house,Sector 26,983,Relatively New,4,3,0,0,0,1,Un-furnished,Low,Low-rise,4.0
flat,Sector 109,2851,Relatively New,4,2,0,1,0,3+,Semi-furnished,Medium,High-rise,2.95
flat,Sector 72,2629,Moderately Old,4,2,0,1,0,2,Semi-furnished,Average,Mid-rise,4.0
flat,Sohna Road,1352,New Property,2,2,0,0,0,3,Semi-furnished,Average,High-rise,1.5
flat,Sector 68,1192,New Property,2,2,0,0,0,2,Semi-furnished,Low,High-rise,0.93
house,Sector 4,1350,Moderately Old,3,4,0,0,0,3,Semi-furnished,Low,Low-rise,0.48
flat,Sector 53,2683,Old,3,4,1,0,0,3+,Semi-furnished,Medium,Basement/Ground Floor,6.5
flat,Sector 78,1969,Moderately Old,3,3,0,1,0,3,Semi-furnished,Low,Mid-rise,1.15
flat,Sector 33,1439,New Property,3,3,0,0,0,3+,Semi-furnished,Average,Low-rise,2.15
flat,Gwal Pahari,1578,New Property,3,3,0,0,0,3,Un-furnished,Medium,Low-rise,1.53
flat,Sector 90,2468,Relatively New,4,4,0,1,0,3+,Semi-furnished,Medium,Mid-rise,1.9
house,Sector 91,2435,New Property,4,4,0,0,0,2,Un-furnished,Average,Low-rise,3.6
house,Sector 39,892,Old,1,1,0,0,0,1,Semi-furnished,Average,Low-rise,1.6
flat,Sector 9,1987,Moderately Old,4,1,0,0,0,2,Un-furnished,Low,Mid-rise,1.2
flat,Sector 85,2225,Relatively New,4,4,0,0,0,3+,Semi-furnished,Average,Low-rise,2.03
flat,Sector 47,1950,Moderately Old,3,4,0,1,0,3+,Semi-furnished,Average,High-rise,2.15
house,Sector 109,5411,New Property,4,4,0,1,0,1,Un-furnished,Average,Low-rise,5.65
flat,Sector 50,2450,Moderately Old,3,1,0,1,0,3+,Un-furnished,High,Mid-rise,3.1
flat,Sector 70,1523,New Property,3,2,0,1,0,3,Semi-furnished,Average,Mid-rise,1.75
flat,Sector 69,600,Relatively New,2,1,0,0,0,1,Semi-furnished,Low,High-rise,0.6
house,Acharya Puri,2255,Old,3,2,0,1,0,3+,Semi-furnished,Low,Low-rise,2.25
house,Sector 12,357,Relatively New,4,4,0,0,0,1,Semi-furnished,Low,Low-rise,0.52
flat,Sector 89,1057,New Property,3,3,0,0,1,3,Semi-furnished,Medium,Low-rise,1.2
house,Sohna Road,725,Relatively New,5,4,0,0,0,1,Semi-furnished,Low,Low-rise,0.5
flat,Sector 79,2611,Relatively New,3,4,0,1,0,3+,Un-furnished,High,Low-rise,2.0
flat,Sector 65,1464,Relatively New,3,3,1,1,0,3,Semi-furnished,Low,Low-rise,2.55
flat,Sector 3,1307,New Property,2,2,0,0,0,3,Semi-furnished,Medium,Basement/Ground Floor,1.2
flat,Sector 90,2020,Relatively New,4,4,0,0,0,3+,Un-furnished,Medium,Mid-rise,1.76
house,Sector 5,3400,Old,5,2,0,0,0,1,Semi-furnished,Low,Low-rise,3.75
house,Sector 105,1186,Old,3,1,0,0,0,3,Semi-furnished,Low,Low-rise,1.2
flat,Sector 108,734,Relatively New,2,3,0,1,0,3,Semi-furnished,Medium,Low-rise,0.9
house,Sector 57,1700,Moderately Old,3,3,0,0,1,3,Un-furnished,Medium,Low-rise,4.75
flat,Sector 102,1690,Relatively New,3,3,0,0,0,3,Un-furnished,Average,High-rise,2.15
flat,Sector 67,2134,Relatively New,3,4,0,1,0,3+,Un-furnished,High,High-rise,3.4
flat,Sector 92,1734,Relatively New,4,4,0,0,0,3+,Semi-furnished,Medium,Low-rise,0.75
house,Sector 63,3950,New Property,4,4,0,0,0,1,Semi-furnished,Medium,Skyscraper,8.5
house,Sector 15 Part 2,1172,Old,4,4,0,0,0,3,Semi-furnished,Low,Low-rise,1.45
flat,Sector 68,1460,New Property,2,2,0,0,0,2,Semi-furnished,Low,Mid-rise,1.32
flat,Sector 67A,1343,New Property,3,3,0,0,1,2,Un-furnished,Medium,Low-rise,1.6
flat,Sector 81,735,Relatively New,2,2,0,0,0,3,Semi-furnished,Medium,Mid-rise,0.49
flat,Sector 50,9934,Moderately Old,4,3,0,1,0,3,Semi-furnished,Average,Mid-rise,8.0
flat,Sector 95,1800,Relatively New,3,1,0,0,0,2,Semi-furnished,Low,Mid-rise,0.72
house,Sector 8,500,Moderately Old,1,1,0,0,0,1,Semi-furnished,Low,Low-rise,0.45
flat,Sector 70A,2150,Relatively New,3,3,0,0,0,3+,Semi-furnished,Low,High-rise,2.75
house,Sohna Road,1120,New Property,3,2,0,0,0,3,Semi-furnished,Low,Low-rise,0.85
flat,Sector 37C,1738,Relatively New,3,3,0,0,0,3,Un-furnished,Medium,Mid-rise,1.05
flat,Sector 69,1819,Relatively New,4,4,0,0,0,2,Semi-furnished,Medium,Basement/Ground Floor,2.0
flat,Dwarka Expressway,1940,New Property,3,1,0,1,0,3+,Semi-furnished,Low,Mid-rise,1.2
flat,Sector 77,1900,Relatively New,3,3,0,1,0,3+,Semi-furnished,Medium,High-rise,1.75
flat,Sector 108,1250,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,Mid-rise,1.9
flat,Sector 113,2281,New Property,3,3,0,0,0,3,Semi-furnished,Average,Mid-rise,3.21
house,Sector 2,4000,Moderately Old,6,4,0,0,0,1,Semi-furnished,Low,Low-rise,5.0
flat,Sector 85,1825,Relatively New,3,3,0,0,0,2,Semi-furnished,Average,Skyscraper,1.75
flat,Sector 77,1765,Relatively New,4,3,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.64
house,Sector 17B,3500,Old,4,4,1,1,1,1,Semi-furnished,Average,Low-rise,6.95
flat,Sector 109,1946,Relatively New,3,4,0,1,0,3+,Semi-furnished,Medium,Mid-rise,1.75
flat,Sector 67A,2539,New Property,4,1,0,0,0,0,Semi-furnished,Low,Mid-rise,1.85
house,Sector 25,2706,Moderately Old,5,2,1,1,1,2,Semi-furnished,Medium,Low-rise,10.55
flat,Sector 65,2696,Relatively New,3,3,1,1,0,3,Un-furnished,Medium,High-rise,5.2
flat,Sector 95,1250,New Property,2,2,0,0,0,3,Semi-furnished,Low,High-rise,0.6
flat,Sector 72,2600,Moderately Old,4,4,0,1,0,3+,Un-furnished,High,Mid-rise,3.2
flat,Sector 28,1240,Old,3,3,0,0,0,1,Un-furnished,Medium,High-rise,2.0
flat,Sector 70,1765,New Property,3,3,0,0,0,3+,Un-furnished,Average,High-rise,1.8
flat,Sector 79,1058,Relatively New,3,3,1,0,0,3,Un-furnished,Medium,High-rise,1.25
flat,Sector 70A,1393,New Property,2,2,0,0,0,2,Semi-furnished,Average,High-rise,1.25
house,Sector 17A,1622,Relatively New,4,2,1,1,1,3,Semi-furnished,Medium,Mid-rise,3.93
flat,Sector 84,1525,Relatively New,3,3,0,0,0,3+,Semi-furnished,High,High-rise,0.9
flat,Sector 102,2311,Moderately Old,4,2,0,1,0,3+,Semi-furnished,Medium,High-rise,2.65
flat,Sector 30,1396,Old,3,3,0,0,0,2,Semi-furnished,Low,Low-rise,1.3
flat,Sector 83,1500,Moderately Old,3,3,0,0,0,2,Un-furnished,Medium,High-rise,1.12
flat,Sector 108,1895,New Property,3,2,0,1,0,2,Semi-furnished,Medium,High-rise,3.95
flat,Sector 37D,1983,Relatively New,4,3,1,0,0,3,Un-furnished,Medium,High-rise,1.8
flat,Sector 103,1735,Relatively New,3,3,0,0,0,3+,Semi-furnished,Medium,Mid-rise,1.5
flat,Sector 56,2245,Relatively New,4,4,0,0,0,3,Un-furnished,Average,Mid-rise,2.0
house,Sector 43,1939,Moderately Old,5,4,0,1,0,3,Un-furnished,Average,Low-rise,6.5
house,Sector 56,1452,Moderately Old,4,4,1,1,0,3,Un-furnished,Average,Low-rise,2.99
house,Sector 109,2360,Relatively New,3,2,0,0,0,2,Semi-furnished,Low,Low-rise,1.55
house,Sector 70A,6000,Relatively New,4,4,0,1,0,1,Semi-furnished,High,Low-rise,4.0
flat,Sector 86,1747,Moderately Old,3,3,0,1,0,3,Un-furnished,High,High-rise,1.3
flat,Sector 102,1070,Relatively New,2,2,0,0,0,3,Semi-furnished,Average,Basement/Ground Floor,1.2
flat,Sector 103,3691,Relatively New,3,4,1,1,0,3+,Un-furnished,Average,High-rise,1.9
flat,Sector 81,2473,Relatively New,3,4,0,1,0,3+,Un-furnished,High,Mid-rise,2.2
flat,Sector 69,1376,Relatively New,3,3,0,0,0,2,Semi-furnished,High,Low-rise,1.44
house,Sector 109,4329,Relatively New,1,2,1,1,0,1,Semi-furnished,Average,Mid-rise,11.3
flat,Sector 65,2696,Moderately Old,3,4,1,1,0,3,Un-furnished,High,High-rise,5.4
flat,Sector 49,2060,Relatively New,3,4,1,0,0,3,Un-furnished,Average,Mid-rise,2.55
house,Sector 103,4000,New Property,4,3,0,0,0,1,Semi-furnished,Average,High-rise,3.25
flat,Sector 82A,1671,Moderately Old,3,3,0,0,0,3,Semi-furnished,Average,High-rise,1.85
flat,Sector 28,3133,Old,3,4,0,1,1,3,Semi-furnished,Low,Mid-rise,4.3
flat,Sector 108,2631,Relatively New,4,4,0,1,0,3+,Semi-furnished,Medium,Low-rise,2.08
flat,Sector 102,745,New Property,2,2,0,0,0,2,Semi-furnished,Average,High-rise,0.97
flat,Sector 92,2501,Relatively New,4,4,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.18
flat,Sector 22,1523,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,2.0
flat,Sector 3,1594,New Property,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,1.3
flat,Sector 78,1239,Moderately Old,2,2,0,0,0,1,Semi-furnished,Low,Mid-rise,0.75
flat,Sector 86,1339,Moderately Old,2,2,1,0,0,3,Semi-furnished,Low,High-rise,1.25
house,West Sector 13,630,Moderately Old,2,1,0,0,0,1,Semi-furnished,Low,Low-rise,0.46
flat,Sector 37D,2211,New Property,4,4,1,1,0,3,Semi-furnished,Medium,Basement/Ground Floor,2.08
flat,Sector 53,2661,Under Construction,3,4,0,1,0,3,Furnished,Average,Mid-rise,8.25
house,Sector 25,1353,Old,5,4,0,0,0,3,Semi-furnished,Average,Low-rise,4.31
flat,Sector 67,2490,Relatively New,3,4,0,1,0,3,Un-furnished,Medium,Skyscraper,3.5
flat,Sector 108,2116,Relatively New,3,3,0,1,0,3+,Semi-furnished,Medium,High-rise,2.0
house,Sector 10A,900,Old,2,1,0,0,0,1,Semi-furnished,Low,Low-rise,1.7
house,Sector 47,1732,Moderately Old,1,2,0,0,0,3,Furnished,Average,Mid-rise,4.6
flat,Sector 65,3245,Relatively New,3,3,0,1,0,3,Un-furnished,High,Low-rise,5.0
flat,Sector 81,600,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,0.39
house,Sector 28,2435,Relatively New,4,4,0,1,1,2,Un-furnished,Medium,Low-rise,8.4
flat,Sector 84,1826,Relatively New,3,3,0,1,0,3,Semi-furnished,Low,Mid-rise,1.49
house,Sector 17A,7500,Relatively New,3,4,1,0,1,3,Semi-furnished,Medium,Mid-rise,3.87
house,Sector 82,3247,Relatively New,4,4,1,1,0,1,Un-furnished,Average,Low-rise,7.0
flat,Sector 71,450,Relatively New,1,1,0,0,0,2,Semi-furnished,Medium,Low-rise,0.37
flat,Sector 72,2800,Relatively New,4,2,0,1,0,3+,Un-furnished,High,Mid-rise,4.0
flat,Sector 102,1368,Relatively New,2,2,0,0,0,3,Semi-furnished,Low,High-rise,1.42
flat,Shanti Nagar,1352,Relatively New,3,3,0,0,0,2,Semi-furnished,Medium,Basement/Ground Floor,0.74
house,Sector 41,3247,Old,2,2,0,1,1,1,Un-furnished,Low,Low-rise,9.0
flat,Sector 2,1281,Moderately Old,2,2,0,0,0,3,Semi-furnished,Medium,Basement/Ground Floor,1.01
house,Sector 7,1443,Old,3,3,0,0,0,3,Un-furnished,Low,Low-rise,2.25
flat,Sector 86,2132,Relatively New,4,4,0,1,0,3+,Semi-furnished,Medium,High-rise,1.4
flat,Shanti Nagar,1000,Moderately Old,2,2,0,0,0,1,Semi-furnished,Medium,Low-rise,0.55
flat,Sector 79,1411,Relatively New,2,2,1,0,0,3,Semi-furnished,High,Mid-rise,1.33
flat,Sector 79,1963,Relatively New,3,4,0,1,0,3+,Semi-furnished,Medium,Mid-rise,2.0
flat,Sector 68,1845,Relatively New,3,3,0,0,0,3+,Un-furnished,Medium,High-rise,1.8
house,Sector 7,3607,Old,4,2,1,1,0,1,Semi-furnished,Average,Low-rise,8.0
flat,Sector 81,814,New Property,2,2,0,0,0,1,Semi-furnished,Low,Basement/Ground Floor,0.6
flat,Sector 70A,1600,Relatively New,3,3,0,0,0,3,Semi-furnished,Medium,High-rise,1.82
flat,Sector 33,623,New Property,2,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.4
house,Sector 11,900,Moderately Old,1,1,0,0,0,1,Semi-furnished,Low,Mid-rise,0.9
flat,Gwal Pahari,1479,Relatively New,3,3,0,0,0,3,Un-furnished,Average,Low-rise,1.28
flat,Sector 66,1920,New Property,3,3,1,1,0,2,Furnished,Medium,High-rise,2.8
flat,Sector 70,1765,New Property,3,3,0,1,1,3,Semi-furnished,Average,High-rise,1.9
flat,Sector 83,1383,Relatively New,3,3,0,1,0,3,Un-furnished,High,High-rise,1.3
flat,Sector 82,1294,Relatively New,2,2,1,0,0,2,Un-furnished,Medium,High-rise,0.86
flat,Sector 56,2000,Old,4,1,0,0,0,3+,Un-furnished,Medium,Mid-rise,1.99
flat,Sector 52,1484,Old,4,4,0,0,0,3,Semi-furnished,Medium,Low-rise,1.5
flat,Sector 65,1477,New Property,2,2,1,0,0,3,Semi-furnished,Average,Mid-rise,2.01
flat,Sector 86,1231,New Property,2,2,0,0,0,1,Semi-furnished,Medium,Mid-rise,0.78
flat,Sector 92,1561,Moderately Old,3,3,0,0,0,3,Semi-furnished,Average,Low-rise,0.65
house,Sector 57,3445,Old,5,2,1,1,1,1,Semi-furnished,Average,Mid-rise,8.31
flat,Sector 77,1765,Relatively New,4,3,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.65
flat,Sector 65,2803,Relatively New,3,4,0,1,0,3,Semi-furnished,Average,Low-rise,5.5
flat,Sector 36,978,New Property,3,2,0,0,0,3,Semi-furnished,Medium,Low-rise,0.72
house,Sector 53,2255,Relatively New,5,2,1,0,0,3+,Semi-furnished,Low,Low-rise,4.0
house,Sector 17B,4494,Old,4,4,0,1,1,1,Semi-furnished,Low,Low-rise,7.2
flat,Sector 84,3154,Relatively New,4,4,0,1,0,3,Semi-furnished,Low,High-rise,2.24
flat,Sector 105,828,Moderately Old,3,2,0,0,0,1,Semi-furnished,Low,Basement/Ground Floor,0.42
flat,Sector 89,1423,New Property,3,2,0,0,0,0,Semi-furnished,Average,Low-rise,1.71
flat,Sector 54,1900,Moderately Old,3,3,0,1,0,3,Un-furnished,Medium,Low-rise,1.55
flat,Sector 106,1186,Relatively New,3,4,1,1,0,3+,Semi-furnished,Average,High-rise,1.13
flat,Sohna Road,1222,New Property,2,2,1,0,0,3,Semi-furnished,Medium,Low-rise,0.91
flat,Sector 82A,1768,Relatively New,4,4,0,0,0,3+,Furnished,Average,High-rise,2.55
flat,Sector 104,2004,Relatively New,3,4,0,1,0,3+,Un-furnished,Medium,Mid-rise,1.16
flat,Sector 92,1263,Relatively New,3,3,0,0,0,2,Semi-furnished,Average,High-rise,0.7
flat,Sector 85,2020,Relatively New,3,4,0,1,0,3+,Semi-furnished,High,Mid-rise,2.1
flat,Sohna Road,394,Relatively New,1,1,0,0,0,1,Semi-furnished,Low,Low-rise,0.21
flat,Sector 67A,1296,New Property,2,2,0,0,0,2,Semi-furnished,Average,Basement/Ground Floor,1.3
flat,Sector 36A,392,Relatively New,1,1,0,0,0,1,Semi-furnished,Average,Mid-rise,0.4
flat,Sector 81,1969,Moderately Old,3,3,0,1,0,3,Un-furnished,Average,Low-rise,1.28
flat,Sector 90,1598,Relatively New,3,3,0,0,0,3,Un-furnished,Low,Mid-rise,1.26
flat,Sector 74,1900,Relatively New,3,3,1,0,0,3,Semi-furnished,High,Mid-rise,2.25
flat,Sector 90,1225,Relatively New,2,2,1,0,0,3,Un-furnished,Average,High-rise,0.64
flat,Sector 84,583,New Property,2,2,0,0,0,2,Un-furnished,Low,High-rise,0.41
flat,Sector 83,1195,Moderately Old,2,2,0,0,1,2,Semi-furnished,Low,Mid-rise,0.8
flat,Sector 52,2084,Moderately Old,4,3,0,1,0,3,Furnished,Medium,Mid-rise,2.0
flat,Sector 95,366,Relatively New,1,1,0,0,0,1,Semi-furnished,Medium,High-rise,0.2
flat,Sector 69,1392,Relatively New,3,3,0,0,0,1,Un-furnished,High,High-rise,1.4
flat,Sector 33,2203,Under Construction,3,3,0,1,0,3,Semi-furnished,Average,Low-rise,1.65
flat,Sector 108,986,Relatively New,3,1,1,1,0,3+,Un-furnished,Medium,Mid-rise,1.68
flat,Sector 65,1654,New Property,3,3,0,0,0,3,Semi-furnished,Average,Skyscraper,3.29
flat,Sector 65,1186,New Property,2,2,0,0,0,2,Un-furnished,High,High-rise,2.0
house,Sector 25,5800,Relatively New,3,3,0,1,1,3,Un-furnished,Medium,Low-rise,7.3
flat,Sector 65,1433,Relatively New,2,2,0,0,0,3+,Semi-furnished,Low,Skyscraper,2.15
flat,Sohna Road,1504,Relatively New,3,3,0,0,0,3+,Semi-furnished,Average,High-rise,1.3
flat,Sector 70,1523,Relatively New,3,2,0,1,0,3,Semi-furnished,Medium,Mid-rise,1.66
flat,Sohna Road,1128,Relatively New,2,2,1,0,0,3+,Semi-furnished,High,High-rise,0.96
flat,Sector 70A,1180,New Property,2,2,0,0,0,3+,Un-furnished,Medium,High-rise,1.34
flat,Manesar,2925,Moderately Old,3,3,0,1,0,3+,Semi-furnished,Low,Mid-rise,1.2
flat,Sector 102,2085,Relatively New,3,3,1,0,1,3+,Semi-furnished,Low,Mid-rise,1.9
house,Sector 38,1712,Moderately Old,3,2,0,0,0,3,Semi-furnished,Low,Low-rise,3.5
flat,Sector 83,1900,Relatively New,3,4,0,0,0,0,Semi-furnished,Average,Mid-rise,1.8
flat,Sector 92,828,Relatively New,3,3,0,0,0,1,Semi-furnished,Low,High-rise,0.45
flat,Sector 43,1233,Old,3,3,0,0,1,1,Un-furnished,Medium,Low-rise,2.1
flat,Sector 67,2854,Relatively New,4,4,0,1,0,3+,Un-furnished,High,High-rise,4.5
flat,Sector 69,1798,Relatively New,4,4,1,1,1,2,Semi-furnished,High,High-rise,1.7
flat,Sector 102,2000,Relatively New,3,4,1,1,0,3+,Semi-furnished,Medium,High-rise,2.22
flat,Sector 66,2700,Relatively New,4,4,1,1,0,3,Un-furnished,High,Low-rise,3.0
flat,Sector 102,1311,Relatively New,3,3,0,1,0,3,Un-furnished,Medium,Mid-rise,1.38
house,Sector 25,1804,Moderately Old,4,4,1,1,1,3,Semi-furnished,Medium,Low-rise,6.5
flat,Sector 113,1429,New Property,3,2,0,0,0,2,Semi-furnished,Low,Mid-rise,1.85
flat,Sector 92,1584,Moderately Old,4,4,0,0,1,2,Furnished,Medium,Low-rise,0.87
flat,Sector 111,2104,Relatively New,3,4,0,1,0,3+,Semi-furnished,Low,High-rise,1.65
house,Sector 31,1452,Moderately Old,4,4,1,1,1,3,Un-furnished,Low,Low-rise,3.25
flat,Sector 112,2226,Relatively New,3,3,0,1,0,2,Un-furnished,High,Skyscraper,3.75
flat,Sector 90,1492,Relatively New,2,3,1,0,0,2,Un-furnished,Average,Mid-rise,0.7
flat,Sector 69,1783,Relatively New,4,4,0,0,0,1,Semi-furnished,Medium,High-rise,1.75
flat,Sector 65,1493,Relatively New,3,3,1,1,0,3,Un-furnished,High,Basement/Ground Floor,2.36
house,Sector 4,581,Moderately Old,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.58
house,Sector 57,5682,Relatively New,5,2,1,1,1,1,Un-furnished,High,Mid-rise,9.25
flat,Sector 113,1276,New Property,2,2,0,0,0,3,Semi-furnished,High,Low-rise,1.55
flat,Sector 72,2000,Relatively New,3,3,0,1,0,3+,Un-furnished,High,High-rise,3.3
house,Sector 12,1800,Old,1,1,0,1,0,3,Semi-furnished,Low,Low-rise,1.7
flat,Sector 69,1428,Relatively New,3,3,0,0,0,2,Semi-furnished,Medium,High-rise,1.4
house,Sector 12,2700,Old,3,4,0,0,0,2,Semi-furnished,Low,Low-rise,2.9
flat,Sector 70A,1312,Relatively New,2,2,1,0,0,2,Semi-furnished,Average,High-rise,1.1
flat,Sector 107,1236,New Property,2,2,0,0,0,3+,Semi-furnished,Medium,High-rise,0.9
flat,Sector 2,1611,Moderately Old,3,3,0,0,0,3+,Semi-furnished,Medium,Mid-rise,1.36
flat,Sector 1,2200,Moderately Old,3,3,0,0,0,0,Semi-furnished,Low,Mid-rise,0.85
flat,Sector 107,2505,Relatively New,4,2,0,1,0,3+,Semi-furnished,Low,High-rise,1.65
house,Sector 12,1350,Old,5,2,0,0,0,3,Semi-furnished,Low,Low-rise,2.0
flat,Sector 81,1929,New Property,3,3,0,1,0,3+,Furnished,High,Mid-rise,2.25
flat,Sector 67,883,New Property,2,2,0,0,0,1,Semi-furnished,Medium,Mid-rise,0.56
